店名 住所 電話番号
（有）エル・コーポレーション 大阪市西成区玉出西2-4-3 06-6651-6070
K.K岸ノ里クリーニング 大阪市西成区潮路2-16-1 06-6651-6945
エクセル吉野屋 大阪市西成区南津守3-2-31 06-6651-5792
（有）旭ランドリー 大阪市淀川区東三国2-37-5 06-6391-5137
アカノクリーニング 大阪市淀川区東三国6-21-23 06-6391-7351
奥津商会 大阪市淀川区木川東1-7-30 06-6302-0207
（有）三和ドライ 大阪市淀川区木川東2-20-10 06-6301-5781
芦田クリーニング 大阪市淀川区十三東1-1-7 06-6302-1844
（株）ナイス 大阪市淀川区新高1-7-29 本社4F 06-6391-2705
水間クリーニング 大阪市鶴見区今津北5-11-7 06-6962-1117
ほていや 大阪市鶴見区今津中5-9-13 06-6962-0471
清光舎 大阪市鶴見区鶴見5-5-44 06-6912-3965
愛媛屋 大阪市住之江区住之江2-10-13 06-6671-7864
そわにぇあまの 大阪市住之江区御崎2-1-17 06-6681-6970
サンライズクリーニングカワベ 大阪市住之江区北島1-4-3 06-6683-3218
丸美屋 大阪市住之江区南加賀屋4-6-42 06-6685-3359
（有）四季洗 大阪市住之江区新北島3-4-3 06-6682-1409
清和ウエックス（株） 大阪市住之江区南港東2-2-39 06-6613-0303
河内屋 大阪市平野区長吉六反3-5-49 06-6708-3536
北野屋ランドリー 大阪市平野区瓜破東4-5-15 06-6709-8716
（有）光洋舎 大阪市平野区瓜破2-7-9 06-6709-8549
クリーニングアボシ屋 大阪市平野区瓜破西1-10-17 06-6703-8037
西野クリーニング（株） 大阪市平野区瓜破西2-2-4 06-6701-0399
水嶋クリーニング店 大阪市平野区流町3-15-5 06-6709-0691
（有）クリーニングヒット 大阪市平野区平野西6-6-33 06-6704-6868
浅田クリーニング 大阪市平野区平野本町1-13-21 06-6792-5676
こうじたに 大阪市平野区平野上町2-1-31 06-6791-2115
鉄道リネンサービス（株） 大阪市北区芝田2-3-19 06-6373-0625
キタノクリーニング 大阪市北区堂山町14-28 06-6361-3560
やなぎ屋（株） 大阪市北区池田町12-11 06-6351-5071
大光舎 大阪市北区天神橋2-1-52 06-6351-2104
辻クリーニング 大阪市北区天神橋3-10-20 06-6351-3928
マルニランドリー 大阪市北区天満3-1-11 06-6352-2331
さくらクリーニング 大阪市北区長柄西2-10-6 06-6358-9525
（有）豊国ランドリー 大阪市北区長柄中1-7-17 06-6351-1548
富士商会 大阪市北区中津3-11-1 06-6371-7761
ＦＣＤ(株) 大阪市中央区博労町1-4-2 06-6261-3119
J・ファーストクリーニング 大阪市中央区谷町6-4-40 06-6764-2226
東京舎 堺市堺区北三国丘3-3-7 072-232-5402
（株）藤本商会 堺市堺区石津町2-7-15 072-221-0924
カブトヤランドリー 堺市堺区松屋町2-64-1 072-233-1929
毎日屋クリーニングセンター 堺市堺区綾之町東1-3-25 072-232-2043
クリーニング若草 堺市堺区九間町西2-2-22 072-228-0855
高須速洗舎 堺市堺区市之町東3-1-3 072-232-2415
秋庭クリーニング 堺市中区福田823 072-236-0835
（株）信ランドリー 堺市中区深阪1-4-68 072-237-0999
クリーニング鈴木 堺市東区日置荘北町2-23-4 072-285-3528
オーダークリーニングにのみや 堺市東区野尻町398-10 072-285-1279
大美屋 堺市東区丈六174-1 072-237-2156
徳井クリーニング 堺市東区草尾3 072-237-0532
（有）ランドリー三笠 堺市西区浜寺石津東4-5-36 072-245-0003
ふとん丸洗い本舗 堺市西区浜寺船尾町東2丁263 072-271-0756
（株）クリーニングのアンデルセン 堺市西区浜寺昭和町2-165 072-261-1725
マコト屋本店 堺市西区上野芝4-18-11 072-241-9010
（有）山本洗工社 堺市西区鳳南町2-66 072-271-0802
アベノドライクリーニング（株） 堺市北区北花田町2-213 072-255-8805
（株）シルバー 堺市北区蔵前町1丁22-23 072-252-3534
（株）堺十字屋 堺市北区百舌鳥陵南町3-5 072-278-2469
（有）かずさや本店 堺市北区中長尾町4-2-18 072-252-1655
大峰屋 堺市北区東三国ケ丘5-6-27 072-252-3474
（株）中村クリーニング 堺市美原区阿弥419-4 072-361-3188
（株）エスオーシー 岸和田市春木大小路町6-16 072-439-3529
クリーニングつなや 岸和田市額原町315-4 072-445-5530
中島屋クリーニング 豊中市本町1-2-17 06-6852-4982
みよしやランドリー 豊中市岡上の町3-1-15 06-6852-8401
（有）おおはしクリーニング 豊中市螢池中町4-5-45 06-6848-7964
ブルーランドリー 豊中市曽根西町2-20-18 06-6843-8085
スタークリーニング 豊中市曽根東6-9-4 06-6864-6395
クリーニングショップどい 豊中市大黒町3-5-16 06-6331-5147
（有）ムツミヤ 豊中市庄内西町3-6-16 06-6333-1359
みなとクリーニング 豊中市名神口1-11-3 06-6864-0158
（有）H＆F 豊中市名神口1-8-2 06-6867-6161
谷口クリーニング 豊中市利倉東1-4-7 06-6864-3549
（株）とんぼ 豊中市勝部1-5-2 06-6152-4444
白木屋 池田市旭丘3-1-6 072-761-1314
（有）スターランドリー 池田市石橋3-1-22 072-761-1309
タイヨークリーニング（株） 池田市石橋4-15-34 072-762-6699
（株）白洋舎 吹田市岸部中2-17-1 06-6388-5521
白水舎 吹田市江坂町2-2-33 06-6384-6884
（株）ISEYA 吹田市五月ヶ丘北1-17-101 06-6878-0326
（株）ステップ 吹田市上山手町15-30 06-6388-7383
Cleaning ELF 吹田市春日1-4-10 06-6384-5275
（株）ホープクリーナー 泉大津市東助松町1-13-6 0725-32-3867
（有）清水屋クリーニング店 泉大津市二田町3-9-31 0725-32-2048
（有）太田クリーニング店 高槻市城北町1-11-8 072-671-1195
朝日屋クリーニング店 高槻市如是町25-13 072-695-8629
多喜屋ランドリー 高槻市西町20-4 072-692-3113
クリーニングショップカドヤ 高槻市松が丘3-36-19 072-688-8113
（有）白髙社 高槻市芥川町2-10-14 072-682-2672
太陽クリーニング 貝塚市脇浜4-29-5 072-431-8138
（有）大阪屋クリーニング店 守口市八雲北町1-5-20 06-6991-1456
（有）ふくしまクリーニング 守口市金田町2-45-18 06-6902-4450
東屋クリーニング 守口市大久保町2-19-23 06-6901-2996
東京舎 守口市大久保町4-34-1 06-6901-5003
（有）ミスタークリーニング徳心堂 守口市梶町3-27-9 06-6901-2925
サンヨーランドリー 守口市大日東町22-5 06-6902-2793
東光クリーニング 守口市東光町1-10-11 06-6991-5948
ポパイクリーナー 守口市金下町2-12-3三和ビル1F 06-6993-2549
（株）谷口商会 守口市豊秀町1-6-5 06-6991-3548
（株）ニュー長崎 守口市京阪北本通5-23 06-6992-6650
福屋 枚方市星ケ丘町1-20-7 072-848-8592
朝日屋クリーニング商会 枚方市宮之阪3-29-11 072-840-1664
（株）シルキードライ 枚方市出口1-1-63 072-844-6252
（有）共栄ドライ 枚方市茄子作3-32-16 072-853-0181
和光クリーニング 枚方市野村北町1-3 072-858-1176
白鳥舎 枚方市中宮東之町14-8 072-840-1855
ふくやクリーニング 茨木市耳原1-3-8 072-643-0282
（有）今東クリーニング工場 茨木市三島町1-20 072-626-0747
クリーニングショップシルキー 茨木市庄2-24-10 072-626-2539
幸福舎クリーニング 茨木市稲葉町11-17 072-635-9560
Cleaning Land Ks 茨木市舟木町8-32 072-634-4457
クリーニングショップ創美 茨木市東奈良3-16-36 072-633-1190
ヤマトヤ 八尾市本町2-12-9 072-922-3141
（有）朝日屋クリーニング 八尾市東本町1-2-3 072-922-4707
（株）白星舎 八尾市山本町南1-5-13 072-922-0307
（株）ノムラクリーニング 八尾市高美町6-3-4 072-997-3981
そがべクリーニング 八尾市青山町5-7-19 072-992-8037
朝日屋クリーニング商会 八尾市東弓削1-193 072-949-6676
（株）関西シー・アイ・シー研究所 八尾市志紀町南3-111 072-948-1461
ハイグレードクリーニングもりもと 八尾市南亀井町1-3-47 072-922-5849
北洋舎 八尾市北久宝寺1-4-19 072-998-1040
宮地染工（株） 八尾市久宝寺4-3-28 072-991-3838
クリーニングやまぐち 八尾市明美町2-6-5 072-922-7829
フタバクリーニング（株） 八尾市南植松町4-125 072-994-9733
阪上クリーニング店 八尾市田井中4-155 072-949-4352
加賀屋 八尾市山城町1-3-23 072-998-2520
フミヤ 八尾市北本町1-3-2 072-922-6734
喜久屋クリーニング 八尾市楠根町2-30-14 072-998-6430
太陽ドライセンター 八尾市緑ケ丘5-2-3 072-998-5403
三弘舎 八尾市高安町南1-52 072-923-0847
小西屋 八尾市恩智中町1-198 072-943-7010
中野クリーニング商会 泉佐野市大西1-8-21 072-462-1177
T's ランドリーサービス 泉佐野市鶴原203 072-464-8883
（株）三幸舎ランドリーセンター 泉佐野市鶴原311-1 072-462-4177
ひかり屋 富田林市中野町3-3-23 0721-24-3239
（有）スエヒロ 富田林市津々山台5-8-14 0721-28-6043
白木屋 富田林市本町12-26 0721-23-6563
大黒 富田林市本町3-18 0721-23-2714
しみぬき工房クリーニングシロヤ 寝屋川市香里北の町7-20 072-831-4745
（有）讃岐屋 寝屋川市楠根南町12-22 072-821-2052
千代田屋 河内長野市本町11-27 0721-52-2258
ワイズ 松原市上田5-16-14 072-334-7987
河本屋 松原市上田5-9-24 072-331-2114
クインランドリー 松原市南新町1-14-1 072-331-8641
タナカヤ 松原市東新町5-17-5 072-331-4850
K.K弘栄社 大阪府松原市天美化4-10-5 072-333-3111
ホワイトランドリー 松原市天美北5-13-12 072-332-0328
（株）カツヤ 松原市天美東1-5-2 072-332-5724
ベストクリーニング 松原市天美東6-14-12 072-332-2330
栄屋クリーニング 大東市御供田1-18-11 072-871-5223
関屋クリーニング店 大東市大野2-8-6 072-872-1639
西本クリーニング 大東市諸福6-4-22 072-871-3854
岡田屋ランドリー 大東市太子田1-8-18 072-871-6369
谷口商事 大東市新田中町3-41 072-871-5351
セイコークリーニング 大東市新田西町5-13 072-872-0496
泉屋クリーニング 和泉市幸2-7-19-104 0725-41-2966
クリーニングショップファミリー 和泉市富秋町1-1-12 0725-41-5840
内田クリーニング 箕面市石丸2-8-33 072-729-2437
（有）カワキ屋クリーニング工場 箕面市百楽荘4-1-1 072-721-2422
エースクリーニング 柏原市今町2-3-14 072-972-0938
つばめ屋クリーニング 柏原市今町2-8-11 072-972-0493
吉村洗工社 柏原市国分本町6-2-14 072-978-6396
岡崎クリーニング商会 門真市島頭4-13-12 072-882-3820
フジヤ 門真市本町27-13 06-6909-0727
（株）シルバークリーニング 門真市栄町4-18 06-6908-3316
富士屋商会 門真市堂山町6-1 072-827-5210
ミトヤ 門真市宮野町19-8 072-881-0854
クリーニングスポットヤマト 門真市石原町39-13 06-6901-7277
帝国社 摂津市正雀本町2-19-4 06-6381-0741
高級クリーニングチカキ 摂津市鳥飼野々1-6-3 072-654-5091
モリモトクリーニング 摂津市鳥飼下3-14-12 072-654-7380
ナカセ商会 摂津市鳥飼下3-3-7 072-654-0843
富貴屋 高石市取石1-12-24 072-271-1252
（株）フタバ 東大阪市川俣1-15-16 06-6781-5401
美登ドライクリーニング社 東大阪市小阪2-17-20 06-6782-7444
（有）きむら宝クリーニング 東大阪市下小阪1-13-2 06-6721-3645
朝日屋 東大阪市中小阪1-20-18 06-6722-0609
山本屋 東大阪市菱屋西1-13-13 06-6721-9513
（有）美多加クリーニング 東大阪市永和1-7-25 06-6727-9700
ナガセハイクリーナー 東大阪市源氏ヶ丘9-3 06-6729-1404
（株）萩原ドライ専門工場 東大阪市衣摺5-5-21 06-6720-5005
クリーニングショップテンマ屋 東大阪市柏田西1-3-15 06-6720-3755
（株）東海ドライ 東大阪市角田1-13-11 072-963-2121
兄弟舎 東大阪市花園東町2-13-34 072-961-4554
西田クリーニング 東大阪市花園本町1-4-12 072-961-4969
小林クリーニング 東大阪市瓜生堂2-24-1 06-6723-4107
（株）アイズ 東大阪市鴻池町2-1-7 06-6744-2810
古沢クリーニング店 東大阪市島之内2-1-5 072-962-2095
クリーニングファクトリー朝日屋 東大阪市中石切町5-5-9 072-981-0419
川畑ランドリー 東大阪市山手町2-10 072-981-3857
（有）日光舎 東大阪市本町8-16 072-981-3279
モリヤランドリー 東大阪市末広町18-10 072-984-9372
誠美舎 東大阪市新池島町1-12-14 072-981-1697
佐々木クリーニング 四條畷市南野1-4-7 072-877-3054
合同会社　サワノ 四条畷市米崎町19-4 072-877-3719
毎日クリーニング 四條畷市米崎町2-29 072-876-0356
丸谷クリーニング店 四條畷市雁屋南町15-18 072-877-0735
シルバークリーニング 交野市倉治3-24-7 072-891-6813
（有）佐飛クリーニング 三島郡島本町広瀬5-7-35 075-961-1068
冨二屋クリーニング 大阪府豊能郡能勢町大里419-3
（株）フェニックス 泉北郡忠岡町高月南3-8-10 0725-32-8478
（株）朋有 泉南郡熊取町大久保中2-28-11 072-469-0747
クリーニングセンターライフ 泉南郡熊取町五門西1-4-22 072-452-1843
（有）サンライズクリッド大阪 泉南郡熊取町小谷南1-102 072-447-7950
河内屋 南河内郡河南町東山825-2 0721-93-3538
（有）クリーニングショップこやま 南河内郡河南町大宝1-32-6 0721-93-7143
