店名 住所 電話番号
クリーニングショップさんけい 中野区沼袋2-29-7 03-3387-7602
小泉クリーニング店 中野区新井1-1-4 03-3387-0196
（有）清水屋 中野区新井1-14-14 03-3386-4717
洗工房ＤＡＢ 中野区新井1-17-13 03-3386-5666
大洋舎 中野区新井1-37-1 03-3385-0328
白光舎クリーニング 中野区新井3-16-7 03-3386-1789
クリーニングのＺ 中野区野方1-30-3 03-3388-3232
クリーニングアサヒ 中野区野方1-49-4 03-3388-2662
浦和ハイクリーナー 中野区野方6-42-15 03-3330-7487
北海ランドリー 中野区上鷺宮3-15-8 03-3999-1834
日ノ出屋クリーニング店 中野区上鷺宮5-16-8 03-3999-9361
クリーニングハウスタップ 中野区上鷺宮5-25-13 03-3970-1716
クリーニングアサヒ 中野区鷺宮1-6-9 03-3330-4678
（有）とんぼや 中野区鷺宮3-45-11 03-3338-3882
（有）クリーニングキャロット 中野区鷺宮4-44-10 03-3339-2075
旭光舎クリーニング 中野区鷺宮6-27-9 03-3999-2702
浜屋クリーニング 中野区若宮2-54-15 03-3330-7539
ことぶき 中野区白鷺2-37-14 03-3338-1921
ナカノヤクリーニング 中野区白鷺3-4-1 03-3339-9646
クリーニング富澤 中野区白鷺3-8-12 03-3339-2277
中村クリーニング工業（株） 杉並区阿佐谷北1-23-1 03-3338-1851
フジオークリーニング 杉並区阿佐谷北1-37-12 03-3338-0238
ファッションクリーニングやまき 杉並区阿佐谷北1-8-21 03-3338-1435
（有）林クリーニング商会 杉並区阿佐谷北4-26-6 03-3337-1892
（有）青山クリーニング 杉並区高円寺北3-29-10 03-3337-2331
（株）サカエヤ・ファイブ 杉並区高円寺北3-35-16 03-3337-1574
（株）司商会 杉並区高円寺南3-2-13 03-3314-0111
（有）船生商会ページ・ワン 杉並区高円寺南4-6-2 03-3313-1846
クリーニングショップイワセ 杉並区高円寺南5-24-18 03-3311-7548
（有）旭光舎洗濯本店 杉並区阿佐谷南2-1-22 03-3311-4686
（有）南洋舎 杉並区阿佐谷南3-3-18 03-3398-5238
白光舎 杉並区阿佐谷南3-44-10 03-3393-0220
クリーニングのクリニック大森 杉並区梅里2-20-3 03-3315-6668
（有）光栄舎 杉並区堀ノ内2-29-3 03-3311-7032
松井クリーニング商会 杉並区松ノ木3-29-2 03-3311-1877
ナベヨコクリーニング 杉並区成田東2-33-10 03-5934-6896
南洋舎クリーニング 杉並区成田東4-35-27 03-3316-5731
（有）共栄舎高橋 杉並区成田東5-22-9 03-3391-9383
松本クリーニング商会 杉並区成田西1-15-4 03-3311-7254
白十字クリーニング 杉並区成田西2-19-2 03-3392-5700
（有）村上商会 杉並区下井草2-32-3 03-3399-6321
（有）クリーニングちあき 杉並区下井草5-19-11 03-3390-6886
川口屋クリーニング店 杉並区天沼3-17-18 03-3391-6201
清水屋クリーニング 杉並区天沼3-19-19 03-3392-2388
藤崎クリーニング 杉並区天沼3-23-22 03-3391-7438
東京社 杉並区天沼3-26-13 03-3391-6560
鍋横クリーニング 杉並区天沼3-38-15 03-3392-3235
サカエヤ 杉並区清水1-7-3 03-3393-1510
（有）ダイトー 杉並区清水2-25-1 03-3390-7391
ダイエークリーニング 杉並区善福寺1-15-2 03-3399-2830
パールランドリー 杉並区西荻北3-31-9 03-3396-2585
（有）カラキヤ 杉並区西荻北3-41-12 03-3390-6149
三井クリーニング 杉並区西荻北4-1-10 03-3399-7929
内野クリーニング 杉並区西荻北4-13-18 03-3399-0714
富士洗染（有） 杉並区西荻北4-3-1 03-3390-5672
志村クリーニング 杉並区荻窪1-57-28 03-3392-3595
（株）三幸洗染 杉並区荻窪3-8-5 03-3392-4662
大成舎 杉並区荻窪5-6-15 03-3392-5794
（有）豊川クリーニング商会 杉並区荻窪5-7-6 03-3398-6313
南信舎 杉並区西荻南1-1-5 03-3333-1490
林商会 杉並区松庵2-1-21 03-3333-6256
サカエヤクリーニング 杉並区松庵3-24-13 03-3332-5975
近藤クリーニング商会 杉並区方南2-11-5 03-3311-9460
南洋舎クリーニング 杉並区和泉1-22-9 03-3321-8723
スピードクイーン 杉並区永福3-51-12 03-3323-2884
イケダクリーニング 杉並区下高井戸1-37-11 03-3302-1389
大成舎クリーニング 杉並区上高井戸3-4-7 03-3302-3351
（有）サカエヤ 杉並区宮前3-25-15 03-3332-3623
トモエヤクリーニング 杉並区久我山4-35-15 03-3333-1012
斎藤クリーニング店 豊島区西巣鴨1-15-15 03-3917-4475
光栄舎クリーニング 豊島区西巣鴨2-28-9 03-3918-1345
明白舎クリーニング 豊島区西巣鴨4-12-4 03-3917-5214
相馬屋クリーニング店 豊島区西巣鴨4-8-20 03-3917-2247
あわやクリーニング店 豊島区巣鴨1-22-9 TEL:03-5976-2234
三伊クリーニング 豊島区巣鴨1-24-4 03-3944-3980
伊東クリーニング 豊島区巣鴨1-47-2 03-3942-0952
ワタナベクリーニング 豊島区巣鴨3-16-17 03-3949-1850
福島クリーニング 豊島区巣鴨4-13-24 03-3915-1898
長谷川ランドリー 豊島区巣鴨4-28-13 03-3917-5060
日興ランドリー 豊島区巣鴨4-28-7 03-3918-2882
（有）関根クリーニング商会 豊島区巣鴨5-8-7 03-3917-5885
（有）髙野クリーニング 豊島区駒込3-23-3 03-3918-2755
（有）白十字クリーニング 豊島区北大塚2-34-21 03-3917-0880
（株）マイヅル 豊島区南大塚3-35-8 03-3971-8167
ドライクリーニング村田 豊島区池袋本町2-2-20 03-3982-2205
（有）旭クリーニング本店 豊島区上池袋2-10-12 03-3915-4740
（有）東宝クリーニング 豊島区上池袋3-27-16 03-3915-7812
（有）吉田クリーニング商会 豊島区上池袋3-33-3 03-3915-4513
リバードライクリーニング 豊島区東池袋5-13-4 03-3971-1535
白清舎 豊島区東池袋5-26-10 03-3981-2395
昭和ドライクリーニング 豊島区池袋2-31-14 03-3982-2719
フジヤクリーニング 豊島区池袋3-26-8 03-3971-9756
伊藤クリーニング 豊島区池袋3-52-11 03-3983-1672
伊藤クリーニング商会 豊島区池袋3-6-5 03-3982-2722
丸尾クリーニング 豊島区西池袋2-28-1 03-3982-5093
内野クリーニング 豊島区西池袋4-2-12 03-3971-1926
朝日クリーニング店 豊島区西池袋5-14-3 03-3982-1628
（有）新星スターショップ 新宿区上落合2-20-3 3227-1510
関口クリーニング店 豊島区要町2-6-12 03-3973-3055
（有）白洗舎 豊島区千早1-14-12 03-3973-8034
（有）オオカワクリーニング 豊島区長崎4-8-12 03-3955-0772
喜久屋クリーニング 北区東十条1-17-6 03-3911-7277
奥村クリーニング商会 北区東十条2-12-18 03-3911-2573
ミミーランドリー 北区東十条3-15-5 03-3911-5406
やべクリーニング 北区王子2-16-15 03-3912-8039
（有）ふたばクリーニング 北区豊島4-12-3 03-3919-7257
あいばクリーニング 北区豊島8-5-20 03-3919-7010
（有）落合商会 北区田端1-12-24 03-3821-8706
クリーニングメリー駒込店 北区中里1-1-1 03-3828-1913
（有）若宮本店 北区上中里1-1-1 03-3910-1753
（有）朝日クリーニング商会 北区岸町2-1-2 03-3908-3438
絹屋 北区王子本町2-5-7 03-3907-0094
瀬戸クリーニング 北区滝野川3-31-1 03-3918-3407
ヤマトクリーニング 北区滝野川3-9-5 03-3910-6748
（株）三上クリーニング店 北区滝野川5-19-1 03-3916-0280
ＴＫ舎はやせクリーニング店 北区滝野川5-23-6 03-3916-4393
（有）アサヒ商会 北区滝野川5-37-12 03-3916-3879
（株）文化クリーニング商会 北区西ヶ原4-32-6 03-3910-0308
加治ブラザーランドリー 北区上十条1-11-19 03-3909-7497
（有）吉岡クリーニング店 北区上十条5-8-1 03-3907-0438
毎洗舎ランドリー 北区志茂1-35-4 03-3901-8030
髙田クリーニング店 北区志茂4-9-17 03-3901-7412
髙橋クリーニング店 北区神谷2-15-13 03-3902-6301
（有）ひかるクリーニング 北区赤羽1-35-2 03-3903-2861
竹内クリーニング 北区赤羽3-5-15 03-3901-4816
二葉ランドリー 北区赤羽北2-26-8 03-3907-0774
（有）那須クリーニング 北区赤羽北2-35-14 03-3906-0645
（有）白陽舎 北区赤羽台3-7-5 03-3900-5908
望月軒 北区赤羽西4-45-1 03-3900-1052
（株）日本ドライ 荒川区町屋1-29-5 03-3895-41978
共栄舎 荒川区町屋1-8-6 03-3895-6332
（有）不二クリーニング 荒川区町屋2-4-9 03-3892-5074
日の出ドライクリーニング（株） 荒川区町屋4-20-8 03-3892-5050
押江クリーニング店 荒川区町屋4-34-11 03-3895-0452
マツモト商会 荒川区荒川3-66-2 03-3801-0789
サトーランドリー 荒川区南千住1-44-4 03-3891-3827
白栄舎クリーニング 荒川区南千住2-22-6 03-3801-5219
（有）二葉商会 荒川区南千住6-49-5 03-3801-1719
今井クリーニング 荒川区南千住8-4-5-112 03-3807-9647
白龍舎 荒川区西尾久1-26-8 03-3894-6365
白光舎クリーニング 荒川区西尾久5-20-13 03-3894-4788
井上クリーニング店 荒川区東尾久2-42-13 03-3895-0623
小根沢クリーニング店 荒川区東尾久3-22-3 03-3895-8957
クリーニングこしかわ 荒川区東尾久3-6-1 03-3895-1808
東洋ランドリー 荒川区東尾久4-52-13 03-3800-0660
伊藤クリーニング 荒川区東尾久6-40-5 03-3892-5202
落合クリーニング店 荒川区町屋2-10-14 03-3892-6501
奥平クリーニング 荒川区西日暮里6-38-12 03-3893-6487
吉田クリーニング 荒川区東日暮里1-15-7 03-3891-4061
大島クリーニング商会 荒川区東日暮里1-6-6 03-3891-2494
（株）大滝 荒川区東日暮里3-21-9 03-3806-8101
高野クリーニング 荒川区東日暮里6-17-7 03-3891-0586
小泉クリーニング 板橋区板橋1-34-6 03-3961-5996
（有）スター商会 板橋区板橋1-44-5 03-3961-3375
クリーニングＫＡＳＥ 板橋区板橋4-30-13 03-3961-5155
都商会 板橋区双葉町29-4 03-3961-0718
茂木ランドリー 板橋区氷川町39-8 03-3961-6660
（有）永岡ランドリー 板橋区氷川町6-2 03-3961-4361
（有）町田ランドリー 板橋区中板橋5-5 03-3961-0895
クリーニングメリー大山店 板橋区大山西町52-1 03-3959-4500
クリーニングメリー工場店 板橋区幸町21-10 03-3972-5886
クリーニングメリー幸町店 板橋区幸町24-4 03-5926-8980
（株）エンパイヤー東京支店 板橋区小豆沢1-14-18 03-3969-5451
丸越ドライクリーニング工場 板橋区前野町4-18-7 03-3960-0478
（有）甲子クリーニング 板橋区前野町5-21-10 03-3967-6083
（有）常盤ランドリー 板橋区南常盤台1-32-5 03-3956-3240
太洋舎 板橋区南常盤台2-2-3 03-3956-2654
ワールド世界 板橋区上板橋1-25-7 03-3933-3815
藤木ランドリー 板橋区徳丸3-11-5 03-3933-1447
クリーニングのコスモ 板橋区赤塚3-9-4 03-3939-0310
白洋軒 板橋区成増1-25-7 03-3977-9843
カワムラクリーナー 板橋区成増1-8-10 03-3975-1681
木島クリーニング 板橋区成増2-4-12 03-3930-5747
白栄舎 板橋区成増3-22-34 03-3939-1448
（有）サンシャインエコー 練馬区練馬4-2-11 03-3993-9050
（有）すぎやまクリーニング 練馬区桜台2-39-13-102 03-3948-2222
桜クリーニング 練馬区桜台4-12-23 03-3991-1864
今村クリーニング 練馬区小竹町1-2-6 03-3958-9654
（有）中塚クリーニング商会 練馬区栄町36-14 03-3991-1278
クリーニングショップいしざわ 練馬区栄町39-1 03-3994-5004
（有）中川クリーニング 練馬区豊玉北6-23-6-102 03-3991-2977
椎名クリーニング店 練馬区豊玉北6-7-16 03-3992-6653
（有）白洋軒 練馬区豊玉中3-17-14 03-3991-1300
三愛クリーニング 練馬区豊玉南1-17-15 03-3992-0864
井上クリーニング 練馬区貫井1-37-4 03-3999-3769
フレッシュクリーニングライフ 練馬区貫井2-21-7 03-3998-3608
アカヌケ舎 練馬区貫井2-25-28 03-3990-2400
南商会 練馬区貫井4-17-19 03-3999-1208
茂木クリーニング 練馬区三原台2-1-18 03-3923-1831
橋クリーニング 練馬区三原台3-2-30 03-3924-1546
鈴木商会 練馬区富士見台2-41-13 03-3990-6004
大丸クリーニング 練馬区富士見台2-44-5 03-3999-2641
新生クリーニング 練馬区石神井町2-33-28 03-3996-5242
栄商会 練馬区石神井町7-4-2 03-3996-4317
影澤商事（株） 練馬区石神井町7-9-9 03-3996-6611
白信舎 練馬区下石神井3-19-6 03-3997-2457
みすずクリーニング 練馬区下石神井4-22-12 03-3996-4025
ohanaクリーニング 練馬区上石神井1-39-19 03-3920-3915
（有）藤田クリーニング店 練馬区石神井台1-9-11 03-3996-8909
白進舎 練馬区石神井台2-34-1 03-3997-5889
（有）クリーニングショップ共栄 練馬区石神井台2-6-2 03-3997-5573
土屋クリーニング商会 練馬区石神井台6-18-16 03-3922-9218
坂本クリーニング店 練馬区関町北4-19-20 03-3920-8232
（有）ハマヤ 練馬区関町北5-1-18 03-3920-2618
山本クリーニング店 練馬区大泉町2-26-41 03-3922-1935
（有）鍋横クリーニング 練馬区大泉町2-39-29 03-3921-8834
（株）吉田クリーニング商会 練馬区大泉町4-39-16 03-3924-5901
（有）クリーニングショップ南雲 練馬区大泉町5-35-8 03-3924-1518
（有）武蔵野クリーニング商会 練馬区東大泉3-16-10 03-3922-3138
松屋クリーニング店 練馬区東大泉6-32-15 03-3922-4011
ワンデーショップＡ 練馬区東大泉6-51-2 03-3925-2346
泉商会 練馬区西大泉1-16-13 03-3925-4257
倉持クリーンセンター 練馬区西大泉3-33-11 03-3924-1910
都光ドライクリーニング（有） 練馬区西大泉6-19-10 03-3924-9062
トーセンクリーニング 練馬区旭町2-11-14 03-3939-4190
塚本ランドリー 練馬区田柄1-20-16 03-3930-3420
白洗舍 練馬区田柄2-53-3 03-3930-4446
渋川ランドリー 練馬区田柄4-29-10 03-3930-1004
岡村クリーニング 練馬区春日町2-4-35 03-3999-2355
美雪クリーニング商会 練馬区春日町3-33-42 03-3999-7044
サカエ屋クリーニング 練馬区春日町3-6-1 03-6760-3908
新洗舎 練馬区春日町4-22-16 03-3990-2608
（株）光栄舎 練馬区春日町6-12-1 03-3970-0282
白栄舎クリーニング 練馬区北町1-17-18 03-3932-6789
（有）スバルクリーニング 練馬区北町6-28-6 03-3933-7282
共栄ランドリー藤野商会 練馬区平和台1-13-13 03-3932-2920
河津クリーニング 練馬区平和台2-27-9 03-3931-1096
春陽舎クリーニング 練馬区平和台2-31-2 03-3933-1246
東洋舎 練馬区早宮1-1-3 03-3991-8818
丸山クリーニング商会 練馬区早宮1-32-17 03-3994-3160
ルグラン 練馬区早宮1-34-11 03-3994-9122
（有）三栄クリーニング商会 練馬区早宮3-57-4 03-3991-5407
山村クリーニング商会 足立区大谷田3-11-25 03-3605-1997
落合クリーニング商会 足立区中川1-9-5 03-3601-0874
ゆたかランドリー 足立区綾瀬1-18-7 03-3601-0439
（株）霞が関クリーニング草間商会 足立区綾瀬1-33-6 03-3602-4568
プロショップ今井クリーニング 足立区綾瀬2-22-13 03-3602-2545
（有）洗光舎クリーニング 足立区綾瀬3-29-3 03-3606-3533
クリーニングハウス城北 足立区綾瀬5-23-3 03-3605-4020
（有）城北クリーニング商会 足立区足立4-23-10 03-3849-5192
川島クリーニング店 足立区千住東1-13-10 03-3881-4937
保証クリーニング商会 足立区千住大川町26-2 03-3881-5413
スター商会 足立区千住柳町10-3 03-3888-3389
大久保商会 足立区千住宮元町30-3 03-3888-3796
ほずみクリーニング 足立区神明1-2-16 03-3605-2046
小林クリーニング 足立区六木4-8-9 03-3605-3671
三和クリーニング 足立区北加平町12-6 03-5682-0137
（有）しらゆり 足立区南花畑5-17-4 03-3884-9112
クリーニング秀栄舎 足立区東保木間2-23-11 03-3884-0043
エイコークリーニング 足立区六町3-5-36 03-3884-6425
（有）第一クリーニング商会 足立区島根4-24-2 03-3883-0651
白映舎クリーニング 足立区興野1-14-12 03-3887-4400
（有）クリーニング東京 足立区興野2-6-10 03-3890-9239
平和クリーニング 足立区梅田2-22-7 03-3887-1575
（有）木村栄クリーニング 足立区梅田3-7-22 03-3887-1036
ファミリークリーニング 足立区関原2-43-15 03-3918-2976
都クリーニング 足立区関原3-46-15 03-3849-6450
飯塚クリーニング店 足立区本木東町15-6 03-3886-8749
クリーニングさいとう 足立区本木東町3-19 03-3886-1364
（有）クリーニングのスマイル 足立区本木西町7-29 03-3898-5855
茂木商事（株） 足立区本木北町10-15 03-3890-1288
うえのクリーニング 足立区谷在家3-23-13 03-3899-4334
稲田クリーニング店 足立区新田2-10-5 03-3913-5827
クリーニングショップいしい 足立区江北2-13-10 03-3898-1840
愛光舎 足立区扇1-22-4 03-3898-3877
小林クリーニング 足立区扇1-34-13 03-3896-3378
エールドライクリーニング店 足立区扇1-46-15 03-3890-6627
大出クリーニング 葛飾区お花茶屋1-17-13 03-3604-5528
（有）吉田ドライクリーニング 葛飾区堀切3-2-22 03-3691-4258
（有）柳澤クリーニング 葛飾区細田5-23-12 03-3658-6984
（有）小川クリーニング 葛飾区新小岩1-36-4 03-3651-4674
ＡＣＥエースクリーニング（有）スヤマクリーニング 葛飾区西新小岩4-15-7 03-3697-5209
柳澤クリーニング店 葛飾区西新小岩4-39-31 03-3697-4779
クリーニングハウスフナバシ 葛飾区南水元1-19-6 03-3607-0394
ロイズクリーナース（有）土井 葛飾区柴又3-3-9 03-5699-1415
渡辺クリーニング店 葛飾区鎌倉3-55-12 03-3657-7507
（有）ホーム商会 葛飾区鎌倉4-16-2 03-3672-0775
（有）双葉クリーニング 葛飾区高砂2-36-9 03-3657-7906
（合）クリーニング東洋 葛飾区亀有3-36-18 03-3601-4787
千代田ランドリー 葛飾区青戸6-26-17 03-3602-0885
白十字クリーニング 葛飾区青戸7-16-1 03-3602-9747
関クリーニング商会 江戸川区西瑞江3-9 03-3670-2527
山内商会 江戸川区西瑞江4-16 03-3652-0209
西島クリーニング 江戸川区松島3-26-12 03-3652-1522
白井クリーニング店 江戸川区松島4-23-15 03-3653-4098
篠原クリーニング 江戸川区東小松川2-4-1 03-3651-2515
中尾クリーニング 江戸川区平井3-17-26 03-3681-7607
白洗舍 江戸川区平井5-16-8 03-3612-3053
ドライクリーニング（有）富士屋本店 江戸川区平井5-25-8 03-3612-1271
白洗舎松本店 江戸川区松本町1-4-15 03-3651-4174
（資）康安クリーニング商会 江戸川区東小岩5-20-13 03-3657-4893
白石クリーニング 江戸川区上篠崎2-12-1 03-3670-4531
嶋ランドリー 江戸川区上篠崎4-16-9 03-3679-6704
風間クリーニング 江戸川区上篠崎4-29-8 03-3670-6075
（有）白光舎 江戸川区南小岩7-17-17 03-3657-6126
（有）サカエヤ 江戸川区西小岩5-1-3 03-3657-2491
協和ランドリー 江戸川区南篠崎町5-13-20 03-3679-9373
三幸クリーニング 江戸川区東松本1-10-6 03-3659-3626
クリーニングふるせ 江戸川区鹿骨3-11-13 03-3670-1640
（有）マツダランドリー 江戸川区鹿骨3-7-9 03-3670-1438
ファッションクリーニングヤチ 江戸川区鹿骨4-26-7 03-3670-0420
加藤商会 江戸川区春江町5-31-37 03-3688-4755
米本クリーニング 江戸川区北葛西1-13-8 03-3680-6043
（有）パッションヤマダクリーニング 江戸川区中葛西1-33-13 03-3869-6250
（有）早徳 江戸川区西葛西6-24-10 03-3689-2854
（有）福田ランドリー 八王子市石川町2595 042-642-5458
白興商会 八王子市中野山王1-14-15 042-626-7788
トンボドライクリーニング 八王子市元本郷町1-25-4 042-623-2014
鈴木クリーニング支店 八王子市八幡町2-20 042-622-5323
川崎クリーニング店 八王子市小門町39 042-622-3296
クリーニング白清舎 八王子市元横山町2-21-9 042-626-8372
（有）スワン商会本店 八王子市天神町7 042-622-2465
（有）鈴木クリーニング本店 八王子市横山町12-5 042-625-1118
（有）梨本クリーニング店 八王子市三崎町3-12 042-622-3333
（有）新生舎 八王子市大塚652-6 042-675-2666
クリーニングトヨカワ 八王子市絹ヶ丘2-3-1 042-635-0813
ドライクリーニング大益商会 八王子市犬目町119-1 042-622-1838
柴橋商会 八王子市四谷町636 042-626-0679
（有）杉本クリーニング商会 八王子市大楽寺町304-1 042-622-9401
北信舎クリーニング 八王子市長房町550-5 042-661-5097
クリーニングハウス　クシダ 八王子市高尾町1547 042-661-0206
永塚クリーニング 八王子市緑町178-3 042-622-3101
（有）ドライクリーニング笹村 立川市栄町4-30-2 042-536-0414
ランドリープリンス 立川市栄町5-37-5 042-536-0937
石川ドライクリーニング商会 立川市柏町1-29-15 042-536-1639
大和クリーニング 立川市高松町1-16-26 042-524-7848
クリーニングサカエヤ 立川市富士見町7-9-4 042-522-6491
中嶋クリーニング 立川市錦町1-10-5 042-523-4068
立川ドライクリーナース（有） 立川市柴崎町1-6-25 042-526-3761
多摩川実業（株） 立川市柴崎町3-9-7 042-527-8001
（有）白木屋クリーニング 武蔵野市吉祥寺東町2-10-1 0422-21-3996
ドライクリーニングパール 武蔵野市吉祥寺東町2-38-15 0422-22-5552
クリーニング東京社 武蔵野市吉祥寺本町1-37-10 0422-22-6146
クリーニングナカムラ 武蔵野市吉祥寺本町4-27-3 0422-51-7418
（有）青山クリーニング 武蔵野市中町1-23-5 0422-51-2441
にしはらクリーニング 武蔵野市中町3-25-26 0422-37-0337
（有）ホシノクリーニング 武蔵野市中町3-5-9 0422-52-0032
（有）中島ランドリー 武蔵野市西久保2-15-31 0422-51-4602
富士美クリーニング 武蔵野市桜堤2-4-8 0422-52-4672
富士クリーニング商会 武蔵野市境南町1-21-17 0422-32-1025
（有）はとやクリーニング店 三鷹市中原4-17-37 0422-43-2736
ハイクリーナースコメット 三鷹市下連雀7-9-1 0422-45-5743
川口屋クリーニング店 三鷹市深大寺1-15-10 0422-31-6612
山﨑クリーニング 青梅市大柳町1536 0428-22-1631
澤田ランドリー 青梅市二俣尾2-471 0428-78-8718
（有）池クリーニング 府中市若松町1-19-3 042-361-6112
（有）クリーニングママさん 府中市緑町3-33-15 042-361-2043
（有）ファッションクリーニング日光 府中市白糸台1-70-7 042-361-9778
（有）佐藤クリーニング 府中市八幡町2-1-7 042-361-2169
新納ランドリー 府中市矢崎町1-19-11 042-362-5739
日光クリーニング 府中市住吉町2-11-17 042-364-1870
平上クリーニング店 府中市南町2-4-17 042-362-3418
サカエヤクリーニング 府中市本町4-4-13 042-361-7668
明星クリーニング 府中市四谷3-33-6 042-362-5370
（有）伊万里 府中市四谷3-42-21 042-368-1464
浦和クリーニング店 府中市日新町2-31-20 042-364-2570
（有）新生舎クリーニング店 府中市美好町1-15-1 042-361-4036
（有）京王ドライクリーナー 府中市美好町3-28-29 042-362-5605
クリーニングワタナベ 府中市新町1-12-7 042-366-9527
東京ホールセール（株） 府中市寿町3-10-20 042-362-5411
（株）カガミ 府中市晴見町1-34-8 042-361-4462
日ノ出クリーニング 府中市晴見町3-17-2 042-361-9060
（有）拝島ランドリー 昭島市拝島町1-8-14 042-541-1152
黒田クリーニング 昭島市朝日町3-6-6 042-541-3656
武蔵野ランドリー 調布市緑ケ丘1-11-86 03-3308-8165
リリークリーニング 調布市東つつじヶ丘1-8-12 03-3300-7905
日の出クリーニング 調布市東つつじヶ丘3-53-18 03-3300-1006
クリーニングショップ深大 調布市西つつじヶ丘2-16-10 03-3300-3907
調布ランドリー　深大寺店 調布市深大寺東町2-10-35 042-446-0296
ナイスクリーニング（有） 調布市深大寺東町6-26-16 042-485-3436
野崎クリーニング 調布市八雲台1-47-4 042-482-0075
ミツワ商会 調布市佐須町4-25-4 042-483-9536
中川クリーニング店 調布市深大寺元町1-26-1 042-482-2246
調布ランドリー 調布市調布ヶ丘4-42-2 042-484-0326
（株）佐々木商会 調布市国領町4-19-6 042-482-8787
白真舎 調布市小島町3-81-3 042-485-2334
（有）日光クリーニング 調布市下石原2-62-2 042-482-3237
白雪ランドリー 調布市下石原3-60-3 042-485-6407
サカエヤ 調布市飛田給1-11-3 042-482-9439
ユニオン商会 町田市つくし野2-5-12 042-795-7074
白栄舎 町田市南町田1-17-12 042-795-1478
（有）中央ドライクリーニング 町田市南町田2-5-10 042-795-1377
東横ＦＭクリーニング 町田市成瀬が丘3-1726-4 042-723-6782
大成舍クリーニング 町田市金森1704-6 042-795-0262
大成舎クリーニング 町田市金森4-10-12 042-795-0262
（有）末広屋クリーニング店 町田市原町田2-10-18 042-722-5306
清光舎クリーニング 町田市高坂3-12-16 042-725-1744
クリーニング白洋軒 町田市森野2-25-1 042-726-2967
ファーストクリーニング・ヒロセ 町田市森野3-11-10 042-723-1085
クリーニング立花 町田市南大谷1294-7 042-723-4125
（有）富士ドライ 町田市南大谷1325 042-723-4141
クリーニングローズ 町田市本町田3205 042-726-3858
鴻池クリーニング店 町田市本町田3318 042-726-5274
共立クリーニング 町田市木曽町3-19-102 042-791-0849
ランドリーナガイ 町田市忠生1-12-24 042-793-6338
（有）ナラフ・クリーニング 町田市木曾東4-1-5 042-723-6798
ファッションクリーニング三洋 町田市木曾東4-28-21 042-793-6821
クリーニングはま 町田市東玉川学園2-9-1 042-725-9245
（有）大東商会 町田市成瀬6-13-2 042-723-5516
鶴川商会 町田市大蔵町152 042-735-3117
クリーニングソメックス 町田市金井町1-35-13 042-735-3012
ダイヤモンドクリーニング 町田市山崎1-1-21 042-793-2345
（有）鈴屋 町田市野津田1785 042-792-3557
（有）五十嵐ランドリー 小金井市緑町2-1-23 042-384-8228
（有）富士ドライクリーニング店 小金井市本町1-9-1 042-381-1749
（有）小金沢富士屋クリーニング 小金井市貫井南町1-22-36 042-381-7510
（有）武蔵野センター 小金井市貫井南町5-20-15 042-381-5109
サカエヤ 小平市大沼町7-16-5 042-341-1557
北進ランドリー 小平市花小金井1-3-24 042-462-3451
サカエヤクリーニング 小平市花小金井4-1-21 042-462-3362
長谷川クリーニング 小平市天神町4-17-28 042-342-0103
こすだクリーニング 小平市小川東町5-12-20 042-343-0684
（有）太洋舎 小平市小川西町4-12-10 042-343-2722
阿見クリーニング店 小平市美園町1-30-11 042-346-1215
丸幸ドライショップ 小平市美園町1-31-4 042-341-0721
大黒屋クリーニング 小平市学園東町2-9-26 042-341-0508
光栄舎クリーニング 小平市学園西町1-37-12 042-342-0129
はとやクリーニング 日野市高幡656-4 042-591-5041
ミヤサカランドリー 日野市南平2-59-102 042-591-0130
もはんクリーニング 日野市程久保8-17-2 042-591-5174
（有）佐林クリーニング 日野市豊田4-38-16 042-581-1252
晴弘舎 日野市旭が丘2-38-1 042-583-5317
（有）アキクリーン 東村山市青葉1-17-34 042-313-0045
クリーニングハウスせき 東村山市秋津町1-7-6 042-391-2960
（有）飯野クリーニング 東村山市萩山町1-22-7 042-341-1866
（有）新井クリーニング商会 東村山市栄町2-41-18 042-391-4495
富士屋クリーニング 東村山市本町3-9-17 042-391-6589
野口ドライショップ 東村山市野口町3-1-35 042-394-7027
ふくやクリーニング 国分寺市戸倉2-24-48 042-322-4369
（有）川木屋クリーニング 国分寺市本多5-11-1 042-321-0453
はたのクリーニング店 国分寺市東恋ヶ窪2-31-24 042-321-3219
ランドリー白誠舎 国分寺市東恋ヶ窪3-3-1 042-321-2722
上道クリーニング 国分寺市富士本1-19-8 042-575-7708
ブラザーランドリー 国立市東1-1-15 042-576-2510
つばさクリーニング 国立市東2-6-24 042-575-6242
（有）チクマランドリー 国立市東3-7-5 042-572-3835
（株）白馬 東大和市上北台3-430-3 042-564-8981
イーグルクリーニング 清瀬市元町1-8-33 042-493-7657
東洋ランドリー 清瀬市元町2-10-28 042-491-5655
（有）スバル 清瀬市松山1-35-6 042-491-1061
（株）ヨークリ 清瀬市竹丘1-10-15 042-491-2866
新和クリーニング 東久留米市金山町1-1-7 042-471-1866
中島クリーニング 東久留米市金山町2-8-13 042-471-3853
（有）三共クリーニング 東久留米市浅間町3-9-20 042-421-9732
西山クリーニング 東久留米市南町1-6-45 042-461-9363
（有）白木屋クリーニングセンター 東久留米市南町3-8-39 042-471-5602
（有）新洋舎ハイクリーナー 東久留米市幸町2-4-1 042-471-3822
